iter	Passed	Remaining
164	315	1595
165	317	1593
166	318	1589
167	320	1586
168	322	1584
169	324	1582
170	325	1580
171	327	1576
172	329	1577
173	331	1575
174	333	1574
175	336	1573
176	337	1570
177	339	1568
178	341	1566
179	343	1565
180	345	1564
181	348	1565
182	350	1563
183	351	1560
184	354	1560
185	355	1557
186	357	1555
187	360	1556
188	362	1555
189	365	1558
190	367	1557
191	369	1554
192	370	1551
193	373	1550
194	375	1548
195	376	1545
196	378	1542
197	380	1539
198	381	1535
199	383	1532
200	384	1530
201	386	1527
202	388	1526
203	390	1523
204	392	1521
205	395	1525
206	397	1523
207	399	1521
208	400	1517
209	403	1518
210	405	1516
211	411	1528
212	413	1526
213	415	1524
214	417	1524
215	419	1522
216	421	1520
217	422	1517
218	424	1515
219	426	1512
220	428	1508
221	429	1505
222	431	1504
223	433	1503
224	435	1499
225	437	1497
226	440	1499
227	442	1498
228	445	1498
229	447	1496
230	449	1494
231	451	1493
232	453	1491
233	454	1488
234	456	1485
235	457	1482
236	459	1479
237	462	1480
238	464	1479
239	466	1477
240	468	1474
241	470	1472
242	471	1470
243	473	1467
244	476	1467
245	478	1466
246	480	1465
247	482	1464
248	484	1462
249	486	1460
250	488	1458
251	490	1457
252	492	1454
253	494	1452
254	497	1452
255	499	1451
256	501	1449
257	502	1446
258	504	1444
259	507	1443
260	509	1441
261	510	1439
262	512	1436
263	514	1433
264	516	1433
265	518	1431
266	521	1430
267	523	1428
268	525	1426
269	526	1424
270	528	1421
271	530	1418
272	531	1416
273	534	1415
274	536	1414
275	538	1412
276	540	1411
277	542	1409
278	544	1407
279	546	1404
280	547	1402
281	551	1403
282	553	1402
283	555	1399
284	557	1397
285	558	1395
286	560	1393
287	562	1390
288	565	1390
289	567	1388
290	568	1386
291	571	1384
292	572	1382
293	574	1379
294	576	1377
295	578	1375
296	580	1373
297	583	1373
298	585	1372
299	587	1370
300	589	1369
301	591	1367
302	594	1366
303	596	1364
304	598	1363
305	600	1362
306	602	1360
307	604	1358
308	606	1355
309	608	1353
310	610	1352
311	612	1349
312	614	1347
313	615	1345
314	617	1343
315	619	1340
316	620	1337
317	623	1336
318	625	1334
319	628	1336
320	630	1333
321	632	1331
322	634	1328
323	635	1326
324	638	1325
325	640	1324
326	642	1322
327	644	1320
328	646	1318
329	648	1316
330	650	1314
331	652	1313
332	654	1311
333	656	1309
334	658	1306
335	659	1303
336	661	1301
337	663	1299
338	665	1296
339	667	1296
340	669	1294
341	671	1292
342	673	1289
343	675	1287
344	677	1285
345	678	1282
346	680	1281
347	683	1279
348	684	1277
349	687	1275
350	689	1274
351	691	1272
352	692	1270
353	695	1268
354	697	1268
355	700	1266
356	702	1264
357	703	1262
358	705	1259
359	706	1256
360	708	1253
361	710	1252
362	712	1250
363	714	1248
364	716	1246
365	717	1243
366	719	1241
367	721	1239
368	723	1236
369	725	1234
370	727	1233
371	729	1231
372	731	1229
373	733	1226
374	734	1224
375	736	1222
376	738	1219
377	739	1217
378	741	1215
379	744	1214
380	746	1212
381	748	1210
382	750	1208
383	751	1205
384	753	1202
385	755	1201
386	757	1199
387	759	1198
388	761	1196
389	763	1193
390	765	1191
391	766	1189
392	768	1186
393	770	1185
394	772	1183
395	774	1181
396	776	1179
397	778	1177
398	780	1175
399	781	1172
400	783	1170
401	785	1168
402	787	1167
403	789	1165
404	791	1162
405	793	1160
406	794	1158
407	795	1154
408	797	1152
409	799	1151
410	801	1149
411	803	1147
412	805	1145
413	807	1143
414	809	1140
415	810	1138
416	812	1136
417	814	1134
418	817	1132
419	819	1131
420	820	1128
421	822	1126
422	824	1124
423	825	1122
424	828	1120
425	830	1118
426	832	1116
427	834	1115
428	836	1112
429	837	1110
430	839	1108
431	840	1105
432	843	1104
433	845	1102
434	847	1100
435	849	1098
436	851	1096
437	853	1094
438	854	1092
439	856	1089
440	858	1088
441	860	1086
442	862	1084
443	864	1082
444	866	1080
445	868	1078
446	869	1075
447	871	1073
448	873	1071
449	875	1070
450	877	1068
451	879	1066
452	881	1064
453	883	1062
454	885	1060
455	887	1058
456	889	1056
457	891	1055
458	893	1053
459	895	1051
460	897	1049
461	898	1046
462	900	1044
463	902	1042
464	904	1040
465	906	1039
466	908	1037
467	910	1034
468	912	1032
469	913	1030
470	915	1028
471	917	1026
472	919	1024
473	921	1022
474	923	1020
475	925	1018
476	927	1016
477	928	1014
478	930	1012
479	932	1010
480	935	1008
481	937	1007
482	939	1005
483	940	1003
484	942	1000
485	944	998
486	946	997
487	948	995
488	950	993
489	952	991
490	954	989
491	958	989
492	959	987
493	961	985
494	963	982
495	965	980
496	966	978
497	968	976
498	970	974
499	972	972
500	974	970
501	976	968
502	978	966
503	979	964
504	981	962
505	983	960
506	986	959
507	988	957
508	990	955
509	992	953
510	994	951
511	996	949
512	998	947
513	1000	946
514	1002	944
515	1004	942
516	1006	940
517	1008	938
518	1009	935
519	1011	933
520	1013	931
521	1016	930
522	1018	928
523	1020	926
524	1022	924
525	1023	922
526	1025	920
527	1027	918
528	1028	915
529	1031	914
530	1033	912
531	1035	910
532	1036	908
533	1038	906
534	1040	904
535	1042	902
536	1044	900
537	1046	898
538	1048	896
539	1050	894
540	1052	892
541	1054	890
542	1056	889
543	1058	887
544	1060	885
545	1063	884
546	1065	882
547	1067	880
548	1073	881
549	1075	880
550	1077	878
551	1079	876
552	1081	874
553	1083	872
554	1085	869
555	1086	867
556	1089	866
557	1091	864
558	1092	862
559	1095	860
560	1097	858
561	1099	856
562	1100	854
563	1102	852
564	1104	850
565	1106	848
566	1108	846
567	1110	844
568	1112	842
569	1113	840
570	1115	837
571	1116	835
572	1119	834
573	1121	832
574	1123	830
575	1125	828
576	1126	826
577	1128	824
578	1130	821
579	1131	819
580	1134	817
581	1135	815
582	1138	814
583	1139	811
584	1141	809
585	1143	807
586	1144	805
587	1146	803
588	1148	801
589	1150	799
590	1152	797
591	1154	795
592	1156	793
593	1158	791
594	1159	789
595	1161	787
596	1163	785
597	1166	783
598	1167	781
599	1169	779
600	1171	777
601	1173	775
602	1175	773
603	1177	772
604	1179	770
605	1181	768
606	1183	766
607	1185	764
608	1187	762
609	1189	760
610	1190	758
611	1193	756
612	1195	754
613	1197	752
614	1199	750
615	1201	748
616	1202	746
617	1204	744
618	1207	743
619	1209	741
620	1211	739
621	1213	737
622	1215	735
623	1216	733
624	1218	731
625	1219	728
626	1222	727
627	1224	725
628	1227	723
629	1229	721
630	1231	719
631	1232	717
632	1234	715
633	1237	714
634	1239	712
635	1241	710
636	1243	708
637	1244	706
638	1246	704
639	1248	702
640	1251	701
641	1255	699
642	1257	698
643	1258	695
644	1260	693
645	1262	691
646	1263	689
647	1266	687
648	1268	685
649	1270	683
650	1271	681
651	1273	679
652	1275	677
653	1277	675
654	1278	673
655	1280	671
656	1283	669
657	1285	667
658	1286	665
659	1288	663
660	1290	661
661	1292	659
662	1294	657
663	1296	656
664	1298	654
665	1300	652
666	1302	650
667	1303	648
668	1305	645
669	1306	643
670	1308	641
671	1311	640
672	1313	638
673	1315	636
674	1317	634
675	1319	632
676	1321	630
677	1322	628
678	1324	626
679	1326	624
680	1328	622
681	1330	620
682	1333	618
683	1339	618
684	1342	617
685	1344	615
686	1346	613
687	1348	611
688	1349	609
689	1351	607
690	1352	604
691	1354	603
692	1357	601
693	1359	599
694	1360	597
695	1362	595
696	1364	593
697	1366	591
698	1367	588
699	1369	587
700	1372	585
701	1373	583
702	1375	581
703	1377	579
704	1379	577
705	1380	574
706	1382	572
707	1384	570
708	1386	568
709	1387	566
710	1389	564
711	1391	562
712	1392	560
713	1394	558
714	1395	556
715	1397	554
716	1399	552
717	1401	550
718	1403	548
719	1404	546
720	1406	544
721	1408	542
722	1409	540
723	1411	538
724	1413	536
725	1415	534
726	1417	532
727	1419	530
728	1420	528
729	1422	526
730	1423	523
731	1425	521
732	1427	519
733	1429	518
734	1431	516
735	1433	514
736	1434	512
737	1436	509
738	1438	507
739	1439	505
740	1441	503
741	1443	501
742	1445	499
743	1447	497
744	1449	496
745	1451	494
746	1453	492
747	1455	490
748	1457	488
749	1459	486
750	1461	484
751	1463	482
752	1465	480
753	1466	478
754	1468	476
755	1470	474
756	1471	472
757	1473	470
758	1475	468
759	1477	466
760	1479	464
761	1480	462
762	1482	460
763	1483	458
764	1485	456
765	1487	454
766	1489	452
767	1491	450
768	1492	448
769	1494	446
770	1495	444
771	1497	442
772	1499	440
773	1500	438
774	1503	436
775	1504	434
776	1506	432
777	1508	430
778	1510	428
779	1511	426
780	1513	424
781	1514	422
782	1516	420
783	1518	418
784	1520	416
785	1522	414
786	1524	412
787	1530	411
788	1532	409
789	1534	407
790	1536	405
791	1537	403
792	1539	401
793	1540	399
794	1542	397
795	1544	395
796	1545	393
797	1547	391
798	1549	389
799	1551	387
800	1552	385
801	1554	383
802	1556	381
803	1557	379
804	1559	377
805	1561	375
806	1563	373
807	1564	371
808	1566	369
809	1568	367
810	1569	365
811	1571	363
812	1573	361
813	1574	359
814	1576	357
815	1578	355
816	1580	354
817	1582	352
818	1584	350
819	1585	348
820	1587	346
821	1588	344
822	1590	342
823	1592	340
824	1594	338
825	1596	336
826	1597	334
827	1599	332
828	1601	330
829	1602	328
830	1604	326
831	1606	324
832	1608	322
833	1609	320
834	1611	318
835	1613	316
836	1615	314
837	1616	312
838	1618	310
839	1620	308
840	1622	306
841	1624	304
842	1626	302
843	1627	300
844	1629	298
845	1631	296
846	1632	294
847	1634	293
848	1636	291
849	1638	289
850	1640	287
851	1641	285
852	1643	283
853	1645	281
854	1647	279
855	1648	277
856	1651	275
857	1653	273
858	1654	271
859	1656	269
860	1658	267
861	1659	265
862	1661	263
863	1663	261
864	1664	259
865	1666	257
866	1668	255
867	1670	253
868	1671	252
869	1673	250
870	1675	248
871	1680	246
872	1683	244
873	1684	242
874	1686	240
875	1688	238
876	1690	237
877	1691	235
878	1693	233
879	1695	231
880	1697	229
881	1698	227
882	1700	225
883	1702	223
884	1703	221
885	1705	219
886	1707	217
887	1709	215
888	1710	213
889	1712	211
890	1714	209
891	1716	207
892	1717	205
893	1719	203
894	1721	201
895	1722	199
896	1724	198
897	1726	196
898	1728	194
899	1729	192
900	1731	190
901	1733	188
902	1734	186
903	1736	184
904	1738	182
905	1740	180
906	1742	178
907	1743	176
908	1745	174
909	1747	172
910	1748	170
911	1750	168
912	1751	166
913	1753	165
914	1755	163
915	1757	161
916	1759	159
917	1760	157
918	1762	155
919	1764	153
920	1765	151
921	1767	149
922	1769	147
923	1771	145
924	1772	143
925	1774	141
926	1776	139
927	1777	137
928	1779	136
929	1781	134
930	1783	132
931	1785	130
932	1786	128
933	1788	126
934	1790	124
935	1791	122
936	1793	120
937	1794	118
938	1796	116
939	1798	114
940	1799	112
941	1801	110
942	1803	108
943	1804	107
944	1806	105
945	1808	103
946	1809	101
947	1811	99
948	1813	97
949	1815	95
950	1817	93
951	1819	91
952	1820	89
953	1822	87
954	1824	85
955	1825	84
956	1827	82
957	1829	80
958	1831	78
959	1832	76
960	1834	74
961	1836	72
962	1837	70
963	1839	68
964	1841	66
965	1843	64
966	1844	62
967	1846	61
968	1848	59
969	1849	57
970	1851	55
971	1853	53
972	1854	51
973	1856	49
974	1858	47
975	1860	45
976	1861	43
977	1863	41
978	1865	40
979	1866	38
980	1868	36
981	1870	34
982	1871	32
983	1873	30
984	1875	28
985	1876	26
986	1878	24
987	1880	22
988	1881	20
989	1883	19
990	1885	17
991	1887	15
992	1888	13
993	1890	11
994	1892	9
995	1893	7
996	1895	5
997	1897	3
998	1898	1
999	1900	0
